"rules","support","confidence","lift","conviction"
"{cuisine=Italian,occasion=Weekend Brunch} => {price=$15-$30}",0.00908288887997754,0.687405159332322,1.45769994117693,1.69046823237276
"{cuisine=American,occasion=Weekend Brunch} => {price=$15-$30}",0.00940369731723944,0.519955654101996,1.1026093070574,1.10079756644944
"{cuisine=Fountain and Ice Cream,style=Power Brokers} => {price=$30-$50}",0.0141155712395236,0.895674300254453,2.89412763530227,6.61888789016615
"{occasion=Private Parties,style=Cab} => {price=$15-$30}",0.00775955407627221,0.613312202852615,1.30057965071097,1.36655889234313
"{cuisine=French,occasion=Private Parties} => {style=Power Brokers}",0.0051329349961904,0.496124031007752,2.97185802576034,1.65330232185106
"{cuisine=French,occasion=Private Parties} => {price=$30-$50}",0.00541364237879456,0.523255813953488,1.69075869550478,1.44840803703381
"{occasion=Private Parties,style=Traditional} => {price=$15-$30}",0.00623571399927818,0.686534216335541,1.45585303395207,1.68577138332259
"{cuisine=Italian,occasion=Private Parties} => {price=$15-$30}",0.00759914985764126,0.543758967001435,1.15308621626045,1.1582291147276
"{occasion=Private Parties,style=Power Brokers} => {price=$30-$50}",0.0136343585836307,0.650717703349282,2.10261708693502,1.97696853605332
"{occasion=Private Rooms Available,style=Cab} => {price=$15-$30}",0.00783975618558768,0.609034267912773,1.29150793307035,1.35160604723904
"{cuisine=Italian,style=Cab} => {price=$15-$30}",0.0128523880178049,0.596279069767442,1.26445947215364,1.30890327496258
"{cuisine=American,style=Cab} => {price=$15-$30}",0.0191883546537274,0.611501597444089,1.2967401110135,1.36019001436251
"{cuisine=French,occasion=Private Rooms Available} => {price=$30-$50}",0.00940369731723944,0.626168224299065,2.02329212949087,1.84714129606609
"{cuisine=French,style=Power Brokers} => {price=$30-$50}",0.0227172474636083,0.656050955414013,2.11985003889333,2.00762328475165
"{occasion=Private Rooms Available,style=Traditional} => {price=$15-$30}",0.00749889722099691,0.729044834307992,1.54600034296853,1.95025493019387
"{occasion=Weekend Dining,style=Traditional} => {price=$15-$30}",0.0083410193688094,0.627450980392157,1.33056210706571,1.41842179133522
"{cuisine=Italian,style=Traditional} => {price=$15-$30}",0.0102057184103942,0.57579185520362,1.22101462589504,1.24568953763484
"{cuisine=American,style=Traditional} => {price=$15-$30}",0.0200505273288688,0.604960677555959,1.28286954515183,1.33766847432559
"{cuisine=Italian,occasion=Private Rooms Available} => {price=$15-$30}",0.00810041304086298,0.562674094707521,1.19319732129099,1.20832459581585
"{occasion=Private Rooms Available,style=Power Brokers} => {price=$30-$50}",0.0165416850463167,0.692114093959732,2.23637825216376,2.24277921506611
"{cuisine=Italian,occasion=Weekend Dining} => {price=$15-$30}",0.00998516260977664,0.584507042253521,1.2394959065161,1.27181854204799
"{occasion=Weekend Dining,style=Power Brokers} => {price=$30-$50}",0.0137747122749328,0.737916219119227,2.38437534903481,2.63473042230355
"{occasion=Weekend Dining,price=$30-$50} => {cuisine=American}",0.016200826081726,0.51530612244898,1.41017160773775,1.30923696135314
"{cuisine=American,occasion=Weekend Dining} => {price=$15-$30}",0.0257849781449252,0.51316839584996,1.08821636016076,1.08545058136668
"{cuisine=Italian,style=Power Brokers} => {price=$30-$50}",0.0157196134258331,0.719266055045872,2.3241124217271,2.45969581908501
"{cuisine=American,style=Power Brokers} => {price=$30-$50}",0.0468179813129085,0.732893910860013,2.36814712732311,2.58519044961576
"{cuisine=American,occasion=Weekend Dining,style=Hamburgers} => {price=$15-$30}",0.00597505714400289,0.792553191489362,1.6806751083099,2.54731153275485
"{occasion=Weekend Dining,price=$15-$30,style=Hamburgers} => {cuisine=American}",0.00597505714400289,0.63135593220339,1.72775011043686,1.72138709087129
"{cuisine=American,occasion=Private Parties,style=Power Brokers} => {price=$30-$50}",0.00587480450735854,0.734335839598998,2.37280632744803,2.59922192604609
"{cuisine=American,occasion=Private Rooms Available,style=Power Brokers} => {price=$30-$50}",0.00637606769058026,0.737819025522042,2.38406129438849,2.63375369648328
"{cuisine=American,occasion=Weekend Dining,style=Power Brokers} => {price=$30-$50}",0.00663672454585556,0.725877192982456,2.34547451394927,2.51901736375667
